2026-09-18T09:58:24.994232 | EMP: EMP_1013 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.085679 | EMP: EMP_1014 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.228199 | EMP: EMP_1009 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.229022 | EMP: EMP_1017 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.229591 | EMP: EMP_1012 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.232069 | EMP: EMP_1015 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.233124 | EMP: EMP_1018 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.233596 | EMP: EMP_1016 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.234065 | EMP: EMP_1019 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.234499 | EMP: EMP_1020 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.236863 | EMP: EMP_1024 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.237420 | EMP: EMP_1021 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.361360 | EMP: EMP_1028 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.361803 | EMP: EMP_1025 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.362217 | EMP: EMP_1029 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.363111 | EMP: EMP_1026 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.363684 | EMP: EMP_1031 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.365040 | EMP: EMP_1032 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.365823 | EMP: EMP_1033 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.366238 | EMP: EMP_1034 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.415043 | EMP: EMP_1030 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.415575 | EMP: EMP_1023 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.415886 | EMP: EMP_1039 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.416175 | EMP: EMP_1036 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.416444 | EMP: EMP_1022 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.418312 | EMP: EMP_1037 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.418753 | EMP: EMP_1035 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.419368 | EMP: EMP_1027 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.449011 | EMP: EMP_1041 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.450784 | EMP: EMP_1044 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.452121 | EMP: EMP_1042 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.454278 | EMP: EMP_1040 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.458888 | EMP: EMP_1046 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.475181 | EMP: EMP_1038 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.476313 | EMP: EMP_1045 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.477203 | EMP: EMP_1043 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.500392 | EMP: EMP_1047 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.506432 | EMP: EMP_1051 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.506889 | EMP: EMP_1048 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.534232 | EMP: EMP_1050 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.534731 | EMP: EMP_1049 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.542649 | EMP: EMP_1052 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.544842 | EMP: EMP_1053 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.545359 | EMP: EMP_1054 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.564987 | EMP: EMP_1055 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.623758 | EMP: EMP_1056 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.632832 | EMP: EMP_1058 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.633280 | EMP: EMP_1057 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.645088 | EMP: EMP_1059 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.645568 | EMP: EMP_1060 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.646007 | EMP: EMP_1061 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.688256 | EMP: EMP_1062 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.717298 | EMP: EMP_1063 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.739722 | EMP: EMP_1064 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.768335 | EMP: EMP_1065 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.779428 | EMP: EMP_1066 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.830891 | EMP: EMP_1067 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.843026 | EMP: EMP_1069 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:25.931028 | EMP: EMP_1068 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.012084 | EMP: EMP_1071 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.181665 | EMP: EMP_1074 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.402935 | EMP: EMP_1079 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.487517 | EMP: EMP_1073 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.544233 | EMP: EMP_1076 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.554263 | EMP: EMP_1070 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.609760 | EMP: EMP_1072 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.677849 | EMP: EMP_1096 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.743655 | EMP: EMP_1088 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:26.759688 | EMP: EMP_1087 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:27.378032 | EMP: EMP_1091 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:27.413893 | EMP: EMP_1077 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:27.673453 | EMP: EMP_1082 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:27.840526 | EMP: EMP_1081 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:28.150373 | EMP: EMP_1095 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:28.217864 | EMP: EMP_1099 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:28.246782 | EMP: EMP_1089 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:28.536779 | EMP: EMP_1085 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:28.614562 | EMP: EMP_1097 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:29.085565 | EMP: EMP_1075 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:29.376317 | EMP: EMP_1084 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:29.803267 | EMP: EMP_1080 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:29.969422 | EMP: EMP_1092 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:29.997245 | EMP: EMP_1094 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:30.135100 | EMP: EMP_1078 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:30.794402 | EMP: EMP_1090 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:30.933101 | EMP: EMP_1083 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:31.101122 | EMP: EMP_1098 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:31.204905 | EMP: EMP_1086 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T09:58:31.209789 | EMP: EMP_1093 | TIENDA: 1 | FECHA_HORA: 2026-09-16T14:00:00 | IP: 192.168.20.210 | ORIGEN: PRUEBA_ESTRES
2026-09-18T10:38:18.649842 | EMP: 1000 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.538220 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.672904 | EMP: 1001 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.631144 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.674436 | EMP: 1002 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.635549 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.677961 | EMP: 1003 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.636614 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.683082 | EMP: 1004 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.637861 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.685859 | EMP: 1007 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.640668 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.687247 | EMP: 1005 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.638458 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.687869 | EMP: 1008 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.641358 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.688195 | EMP: 1006 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.638989 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.714540 | EMP: 1011 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.645739 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.715468 | EMP: 1009 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.643143 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.715858 | EMP: 1010 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.644069 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.722735 | EMP: 1012 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.646300 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.723305 | EMP: 1016 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.651233 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.724743 | EMP: 1014 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.650221 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.726211 | EMP: 1013 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.647369 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.728948 | EMP: 1015 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.650762 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.741212 | EMP: 1017 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.651865 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.743472 | EMP: 1019 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.654276 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.746229 | EMP: 1018 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.653633 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.746791 | EMP: 1020 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.655906 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.748483 | EMP: 1021 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.656398 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.754535 | EMP: 1024 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.657590 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.754941 | EMP: 1023 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.657230 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.756569 | EMP: 1022 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.656836 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.770500 | EMP: 1026 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.661718 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.780231 | EMP: 1025 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.658191 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.780846 | EMP: 1027 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.664884 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.781296 | EMP: 1028 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.665379 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
2026-09-18T10:38:18.781843 | EMP: 1029 | TIENDA: 1 | FECHA_HORA: 2026-09-18T10:38:18.665810 | IP: 192.168.20.210 | ORIGEN: PRUEBA_MANUAL
